text_id,paragraph,p_ru,title,title_ru,author,url,category,subcategory,subcategory_ru
3,ойландыратын әлеуметтік мәселе.,"социальная проблема, о которой нужно подумать.",Қарттар үйіндегі қарт мұңы,Смущение старика в доме престарелых,zzhhasylai,https://bilim-all.kz/article/24365-Qarttar-uiindegi-qart-muny,Бала тәрбиесі,Оқушыларға пайдалы ақпараттар,Полезная информация для учащихся
3,Бір күні мен волонтер ретінде қарттар үйіне бардым. Сол жерде орындықта терең ойға,Однажды я пошел добровольцем в дом престарелых. Там я сидел на скамейке и глубоко размышлял.,Қарттар үйіндегі қарт мұңы,Смущение старика в доме престарелых,zzhhasylai,https://bilim-all.kz/article/24365-Qarttar-uiindegi-qart-muny,Бала тәрбиесі,Оқушыларға пайдалы ақпараттар,Полезная информация для учащихся
3,"батып отырған қарияны көзім шалды. Қасына барып амандасып, халін сұрадым. Сол сәтте","Я увидел тонущего старика. Я подошел к нему, поздоровался и спросил его о состоянии. В этот момент",Қарттар үйіндегі қарт мұңы,Смущение старика в доме престарелых,zzhhasylai,https://bilim-all.kz/article/24365-Qarttar-uiindegi-qart-muny,Бала тәрбиесі,Оқушыларға пайдалы ақпараттар,Полезная информация для учащихся
3,"ол кісі көз жасына ерік беріп, өзінің өмір жолын әңгімелеп берді.","Он продолжал рассказывать о своей жизни, не выходя из слез.",Қарттар үйіндегі қарт мұңы,Смущение старика в доме престарелых,zzhhasylai,https://bilim-all.kz/article/24365-Qarttar-uiindegi-qart-muny,Бала тәрбиесі,Оқушыларға пайдалы ақпараттар,Полезная информация для учащихся
3,"Айтуынша, жеті баланы өсіріп, бәріне білім мен тәрбие беріп, үйлі-баранды еткен. Алайда","По его словам, он вырастил семеро детей, дал всем образование и воспитание, сделал их домохозяйками. Однако.",Қарттар үйіндегі қарт мұңы,Смущение старика в доме престарелых,zzhhasylai,https://bilim-all.kz/article/24365-Qarttar-uiindegi-qart-muny,Бала тәрбиесі,Оқушыларға пайдалы ақпараттар,Полезная информация для учащихся
3,"жұбайы дүниеден өткеннен кейін кенже ұлы: «Сізге мұнда жақсы болады, бәрі қарайды»,","После смерти супруга младший сын сказал: Ты будешь здесь хорошо, все позаботятся о тебе.",Қарттар үйіндегі қарт мұңы,Смущение старика в доме престарелых,zzhhasylai,https://bilim-all.kz/article/24365-Qarttar-uiindegi-qart-muny,Бала тәрбиесі,Оқушыларға пайдалы ақпараттар,Полезная информация для учащихся
3,"– деп қарттар үйіне өткізіп кеткен екен. Қария күрсініп: «Кемпірім қайтқанда ‘Шалым,"," сказал он, когда его провели в дом престарелых. Старик вздохнул и сказал: Когда мой старик вернется, я скажу ему: Спасибо,",Қарттар үйіндегі қарт мұңы,Смущение старика в доме престарелых,zzhhasylai,https://bilim-all.kz/article/24365-Qarttar-uiindegi-qart-muny,Бала тәрбиесі,Оқушыларға пайдалы ақпараттар,Полезная информация для учащихся
3,"балаларға ауыр сөз айтпа, бір күні жалғыз қалуың мүмкін’ деген еді. Сол сөзі дәл келді», –","Не говори ничего плохого детям, иначе однажды ты можешь остаться один. Это слово было точно, ",Қарттар үйіндегі қарт мұңы,Смущение старика в доме престарелых,zzhhasylai,https://bilim-all.kz/article/24365-Qarttar-uiindegi-qart-muny,Бала тәрбиесі,Оқушыларға пайдалы ақпараттар,Полезная информация для учащихся
3,"деді көзіне жас алып. Оның жүзінен мұң мен сағыныш, жүрегінен өкініш пен реніш"," сказал он со слезами на глазах. На его лице было горе и тоска, в его сердце  сожаление и обида.",Қарттар үйіндегі қарт мұңы,Смущение старика в доме престарелых,zzhhasylai,https://bilim-all.kz/article/24365-Qarttar-uiindegi-qart-muny,Бала тәрбиесі,Оқушыларға пайдалы ақпараттар,Полезная информация для учащихся
3,"байқалды. Бірақ соған қарамастан: «Мен балаларыма ренжімеймін, бірақ кейде неге өз","Но, тем не менее, я не обижаюсь на своих детей, но почему бы иногда не",Қарттар үйіндегі қарт мұңы,Смущение старика в доме престарелых,zzhhasylai,https://bilim-all.kz/article/24365-Qarttar-uiindegi-qart-muny,Бала тәрбиесі,Оқушыларға пайдалы ақпараттар,Полезная информация для учащихся
